A0,A1,A2,A3,I0,I1,I2,I3,D0,D1,D2,D3,landslide
11.87527957,0,0,0,1.69646851,0,0,0,7,0,0,0,0
13.33100307,11.87527957,0,0,3.332750767,1.69646851,0,0,4,7,0,0,0
0.156544343,13.33100307,11.87527957,0,0.156544343,3.332750767,1.69646851,0,1,4,7,0,0
0,0.156544343,13.33100307,11.87527957,0,0.156544343,3.332750767,1.69646851,0,1,4,7,0
20.08783765,0,0.156544343,13.33100307,2.869691093,0,0.156544343,3.332750767,7,0,1,4,0
6.320434175,20.08783765,0,0.156544343,1.053405696,2.869691093,0,0.156544343,6,7,0,1,0
5.776824653,6.320434175,20.08783765,0,1.925608218,1.053405696,2.869691093,0,3,6,7,0,0
11.69644953,5.776824653,6.320434175,20.08783765,2.339289905,1.925608218,1.053405696,2.869691093,5,3,6,7,0
3.587567762,11.69644953,5.776824653,6.320434175,0.89689194,2.339289905,1.925608218,1.053405696,4,5,3,6,0
0,3.587567762,11.69644953,5.776824653,0,0.89689194,2.339289905,1.925608218,0,4,5,3,0
0.214189067,0,3.587567762,11.69644953,0.214189067,0,0.89689194,2.339289905,1,0,4,5,0
0.192789599,0.214189067,0,3.587567762,0.192789599,0.214189067,0,0.89689194,1,1,0,4,0
0,0.192789599,0.214189067,0,0,0.192789599,0.214189067,0,0,1,1,0,0
0,0,0.192789599,0.214189067,0,0,0.192789599,0.214189067,0,0,1,1,0
0.270038694,0,0,0.192789599,0.270038694,0,0,0.192789599,1,0,0,1,0
0,0.270038694,0,0,0,0.270038694,0,0,0,1,0,0,0
0,0,0.270038694,0,0,0,0.270038694,0,0,0,1,0,0
0.463757731,0,0,0.270038694,0.15458591,0,0,0.270038694,3,0,0,1,0
0.21886158,0.463757731,0,0,0.21886158,0.15458591,0,0,1,3,0,0,0
0,0.21886158,0.463757731,0,0,0.21886158,0.15458591,0,0,1,3,0,0
0,0,0.21886158,0.463757731,0,0,0.21886158,0.15458591,0,0,1,3,0
0,0,0,0.21886158,0,0,0,0.21886158,0,0,0,1,0
5.864399336,0,0,0,0.837771334,0,0,0,7,0,0,0,0
0.872306049,5.864399336,0,0,0.872306049,0.837771334,0,0,1,7,0,0,0
2.141607285,0.872306049,5.864399336,0,2.141607285,0.872306049,0.837771334,0,1,1,7,0,0
0,2.141607285,0.872306049,5.864399336,0,2.141607285,0.872306049,0.837771334,0,1,1,7,0
0,0,2.141607285,0.872306049,0,0,2.141607285,0.872306049,0,0,1,1,0
0,0,0,2.141607285,0,0,0,2.141607285,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0.450494438,0,0,0,0.450494438,0,0,0,1,0,0,0,0
0,0.450494438,0,0,0,0.450494438,0,0,0,1,0,0,0
0,0,0.450494438,0,0,0,0.450494438,0,0,0,1,0,0
0.289146423,0,0,0.450494438,0.289146423,0,0,0.450494438,1,0,0,1,0
7.660586655,0.289146423,0,0,1.915146664,0.289146423,0,0,4,1,0,0,0
0,7.660586655,0.289146423,0,0,1.915146664,0.289146423,0,0,4,1,0,0
0,0,7.660586655,0.289146423,0,0,1.915146664,0.289146423,0,0,4,1,0
0,0,0,7.660586655,0,0,0,1.915146664,0,0,0,4,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
8.797654986,0,0,0,4.398827493,0,0,0,2,0,0,0,0
39.73773861,8.797654986,0,0,19.8688693,4.398827493,0,0,2,2,0,0,0
0.565209702,39.73773861,8.797654986,0,0.282604851,19.8688693,4.398827493,0,2,2,2,0,0
2.978398085,0.565209702,39.73773861,8.797654986,1.489199042,0.282604851,19.8688693,4.398827493,2,2,2,2,0
0,2.978398085,0.565209702,39.73773861,0,1.489199042,0.282604851,19.8688693,0,2,2,2,0
0,0,2.978398085,0.565209702,0,0,1.489199042,0.282604851,0,0,2,2,0
3.472628206,0,0,2.978398085,1.157542735,0,0,1.489199042,3,0,0,2,0
0.12737219,3.472628206,0,0,0.12737219,1.157542735,0,0,1,3,0,0,0
0,0.12737219,3.472628206,0,0,0.12737219,1.157542735,0,0,1,3,0,0
0.718180954,0,0.12737219,3.472628206,0.718180954,0,0.12737219,1.157542735,1,0,1,3,0
0.114558771,0.718180954,0,0.12737219,0.114558771,0.718180954,0,0.12737219,1,1,0,1,0
2.053418934,0.114558771,0.718180954,0,1.026709467,0.114558771,0.718180954,0,2,1,1,0,0
11.91681385,2.053418934,0.114558771,0.718180954,3.972271283,1.026709467,0.114558771,0.718180954,3,2,1,1,0
0,11.91681385,2.053418934,0.114558771,0,3.972271283,1.026709467,0.114558771,0,3,2,1,0
0,0,11.91681385,2.053418934,0,0,3.972271283,1.026709467,0,0,3,2,0
0,0,0,11.91681385,0,0,0,3.972271283,0,0,0,3,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0.574965686,0,0,0,0.287482843,0,0,0,2,0,0,0,0
7.090686768,0.574965686,0,0,1.418137354,0.287482843,0,0,5,2,0,0,0
40.20998561,7.090686768,0.574965686,0,4.467776179,1.418137354,0.287482843,0,9,5,2,0,0
10.33130658,40.20998561,7.090686768,0.574965686,1.47590094,4.467776179,1.418137354,0.287482843,7,9,5,2,0
0,10.33130658,40.20998561,7.090686768,0,1.47590094,4.467776179,1.418137354,0,7,9,5,0
0,0,10.33130658,40.20998561,0,0,1.47590094,4.467776179,0,0,7,9,0
4.66396533,0,0,10.33130658,2.331982665,0,0,1.47590094,2,0,0,7,0
3.270325236,4.66396533,0,0,1.635162618,2.331982665,0,0,2,2,0,0,0
1.978984088,3.270325236,4.66396533,0,0.659661363,1.635162618,2.331982665,0,3,2,2,0,0
20.70685057,1.978984088,3.270325236,4.66396533,2.588356322,0.659661363,1.635162618,2.331982665,8,3,2,2,0
43.84753607,20.70685057,1.978984088,3.270325236,3.653961339,2.588356322,0.659661363,1.635162618,12,8,3,2,1
0,43.84753607,20.70685057,1.978984088,0,3.653961339,2.588356322,0.659661363,0,12,8,3,0
16.47014196,0,43.84753607,20.70685057,2.058767745,0,3.653961339,2.588356322,8,0,12,8,0
2.269907326,16.47014196,0,43.84753607,0.756635775,2.058767745,0,3.653961339,3,8,0,12,0
4.869030431,2.269907326,16.47014196,0,0.973806086,0.756635775,2.058767745,0,5,3,8,0,0
0,4.869030431,2.269907326,16.47014196,0,0.973806086,0.756635775,2.058767745,0,5,3,8,0
40.42696017,0,4.869030431,2.269907326,6.737826695,0,0.973806086,0.756635775,6,0,5,3,0
30.16302812,40.42696017,0,4.869030431,5.027171353,6.737826695,0,0.973806086,6,6,0,5,0
21.37441432,30.16302812,40.42696017,0,3.053487761,5.027171353,6.737826695,0,7,6,6,0,1
0,21.37441432,30.16302812,40.42696017,0,3.053487761,5.027171353,6.737826695,0,7,6,6,0
22.42492276,0,21.37441432,30.16302812,3.737487127,0,3.053487761,5.027171353,6,0,7,6,0
13.20601049,22.42492276,0,21.37441432,2.641202098,3.737487127,0,3.053487761,5,6,0,7,0
15.09032857,13.20601049,22.42492276,0,3.018065715,2.641202098,3.737487127,0,5,5,6,0,0
0,15.09032857,13.20601049,22.42492276,0,3.018065715,2.641202098,3.737487127,0,5,5,6,0
50.0985117,0,15.09032857,13.20601049,4.554410154,0,3.018065715,2.641202098,11,0,5,5,1
86.70463057,50.0985117,0,15.09032857,6.669586967,4.554410154,0,3.018065715,13,11,0,5,0
21.2269769,86.70463057,50.0985117,0,2.12269769,6.669586967,4.554410154,0,10,13,11,0,1
1.887912445,21.2269769,86.70463057,50.0985117,0.629304148,2.12269769,6.669586967,4.554410154,3,10,13,11,0
5.207399368,1.887912445,21.2269769,86.70463057,1.735799789,0.629304148,2.12269769,6.669586967,3,3,10,13,0
5.558349013,5.207399368,1.887912445,21.2269769,1.852783004,1.735799789,0.629304148,2.12269769,3,3,3,10,0
11.43516292,5.558349013,5.207399368,1.887912445,1.429395365,1.852783004,1.735799789,0.629304148,8,3,3,3,0
1.140265822,11.43516292,5.558349013,5.207399368,1.140265822,1.429395365,1.852783004,1.735799789,1,8,3,3,0
0.497980222,1.140265822,11.43516292,5.558349013,0.165993407,1.140265822,1.429395365,1.852783004,3,1,8,3,0
16.03130843,0.497980222,1.140265822,11.43516292,3.206261687,0.165993407,1.140265822,1.429395365,5,3,1,8,0
0.856475472,16.03130843,0.497980222,1.140265822,0.856475472,3.206261687,0.165993407,1.140265822,1,5,3,1,0
0,0.856475472,16.03130843,0.497980222,0,0.856475472,3.206261687,0.165993407,0,1,5,3,0
0,0,0.856475472,16.03130843,0,0,0.856475472,3.206261687,0,0,1,5,0
0,0,0,0.856475472,0,0,0,0.856475472,0,0,0,1,0
6.07490468,0,0,0,2.024968227,0,0,0,3,0,0,0,0
19.75337631,6.07490468,0,0,1.519490485,2.024968227,0,0,13,3,0,0,0
1.450732708,19.75337631,6.07490468,0,1.450732708,1.519490485,2.024968227,0,1,13,3,0,0
0,1.450732708,19.75337631,6.07490468,0,1.450732708,1.519490485,2.024968227,0,1,13,3,0
21.28621776,0,1.450732708,19.75337631,1.77385148,0,1.450732708,1.519490485,12,0,1,13,0
21.90482999,21.28621776,0,1.450732708,2.738103749,1.77385148,0,1.450732708,8,12,0,1,0
22.97433718,21.90482999,21.28621776,0,3.829056196,2.738103749,1.77385148,0,6,8,12,0,0
2.249917924,22.97433718,21.90482999,21.28621776,1.124958962,3.829056196,2.738103749,1.77385148,2,6,8,12,0
8.573968753,2.249917924,22.97433718,21.90482999,1.714793751,1.124958962,3.829056196,2.738103749,5,2,6,8,0
2.377035074,8.573968753,2.249917924,22.97433718,0.594258768,1.714793751,1.124958962,3.829056196,4,5,2,6,0
0.15023832,2.377035074,8.573968753,2.249917924,0.15023832,0.594258768,1.714793751,1.124958962,1,4,5,2,0
18.01498874,0.15023832,2.377035074,8.573968753,2.251873592,0.15023832,0.594258768,1.714793751,8,1,4,5,0
2.751192868,18.01498874,0.15023832,2.377035074,1.375596434,2.251873592,0.15023832,0.594258768,2,8,1,4,0
15.10577608,2.751192868,18.01498874,0.15023832,2.517629346,1.375596434,2.251873592,0.15023832,6,2,8,1,0
14.3961767,15.10577608,2.751192868,18.01498874,1.799522087,2.517629346,1.375596434,2.251873592,8,6,2,8,0
0.117330365,14.3961767,15.10577608,2.751192868,0.117330365,1.799522087,2.517629346,1.375596434,1,8,6,2,0
0.66064769,0.117330365,14.3961767,15.10577608,0.66064769,0.117330365,1.799522087,2.517629346,1,1,8,6,0
31.17701538,0.66064769,0.117330365,14.3961767,3.46411282,0.66064769,0.117330365,1.799522087,9,1,1,8,0
58.80914015,31.17701538,0.66064769,0.117330365,4.523780011,3.46411282,0.66064769,0.117330365,13,9,1,1,1
7.965801924,58.80914015,31.17701538,0.66064769,1.991450481,4.523780011,3.46411282,0.66064769,4,13,9,1,0
15.08598945,7.965801924,58.80914015,31.17701538,2.155141349,1.991450481,4.523780011,3.46411282,7,4,13,9,0
33.96680474,15.08598945,7.965801924,58.80914015,3.774089416,2.155141349,1.991450481,4.523780011,9,7,4,13,1
5.319140822,33.96680474,15.08598945,7.965801924,1.329785205,3.774089416,2.155141349,1.991450481,4,9,7,4,0
6.663928688,5.319140822,33.96680474,15.08598945,1.332785738,1.329785205,3.774089416,2.155141349,5,4,9,7,0
0,6.663928688,5.319140822,33.96680474,0,1.332785738,1.329785205,3.774089416,0,5,4,9,0
0,0,6.663928688,5.319140822,0,0,1.332785738,1.329785205,0,0,5,4,0
0,0,0,6.663928688,0,0,0,1.332785738,0,0,0,5,0
25.34046477,0,0,0,2.815607197,0,0,0,9,0,0,0,0
16.83735648,25.34046477,0,0,4.209339119,2.815607197,0,0,4,9,0,0,0
1.038841605,16.83735648,25.34046477,0,1.038841605,4.209339119,2.815607197,0,1,4,9,0,0
2.201750189,1.038841605,16.83735648,25.34046477,0.73391673,1.038841605,4.209339119,2.815607197,3,1,4,9,0
42.13830958,2.201750189,1.038841605,16.83735648,3.511525799,0.73391673,1.038841605,4.209339119,12,3,1,4,0
51.39067508,42.13830958,2.201750189,1.038841605,3.022980887,3.511525799,0.73391673,1.038841605,17,12,3,1,1
14.43660371,51.39067508,42.13830958,2.201750189,2.406100618,3.022980887,3.511525799,0.73391673,6,17,12,3,0
67.4806779,14.43660371,51.39067508,42.13830958,4.820048422,2.406100618,3.022980887,3.511525799,14,6,17,12,1
8.027958512,67.4806779,14.43660371,51.39067508,1.337993085,4.820048422,2.406100618,3.022980887,6,14,6,17,0
32.71327293,8.027958512,67.4806779,14.43660371,3.271327293,1.337993085,4.820048422,2.406100618,10,6,14,6,0
9.338630497,32.71327293,8.027958512,67.4806779,1.334090071,3.271327293,1.337993085,4.820048422,7,10,6,14,1
7.452845752,9.338630497,32.71327293,8.027958512,1.06469225,1.334090071,3.271327293,1.337993085,7,7,10,6,0
26.6195714,7.452845752,9.338630497,32.71327293,1.663723212,1.06469225,1.334090071,3.271327293,16,7,7,10,0
22.66240105,26.6195714,7.452845752,9.338630497,1.888533421,1.663723212,1.06469225,1.334090071,12,16,7,7,0
7.736139201,22.66240105,26.6195714,7.452845752,0.703285382,1.888533421,1.663723212,1.06469225,11,12,16,7,0
7.931455567,7.736139201,22.66240105,26.6195714,0.991431946,0.703285382,1.888533421,1.663723212,8,11,12,16,0
6.774263509,7.931455567,7.736139201,22.66240105,1.354852702,0.991431946,0.703285382,1.888533421,5,8,11,12,0
0,6.774263509,7.931455567,7.736139201,0,1.354852702,0.991431946,0.703285382,0,5,8,11,0
3.644995913,0,6.774263509,7.931455567,0.911248978,0,1.354852702,0.991431946,4,0,5,8,0
9.779152274,3.644995913,0,6.774263509,2.444788069,0.911248978,0,1.354852702,4,4,0,5,0
12.33517559,9.779152274,3.644995913,0,1.541896949,2.444788069,0.911248978,0,8,4,4,0,0
22.76279537,12.33517559,9.779152274,3.644995913,1.517519692,1.541896949,2.444788069,0.911248978,15,8,4,4,0
0.434266746,22.76279537,12.33517559,9.779152274,0.434266746,1.517519692,1.541896949,2.444788069,1,15,8,4,0
0,0.434266746,22.76279537,12.33517559,0,0.434266746,1.517519692,1.541896949,0,1,15,8,0
15.60690698,0,0.434266746,22.76279537,2.22955814,0,0.434266746,1.517519692,7,0,1,15,0
8.359683692,15.60690698,0,0.434266746,0.835968369,2.22955814,0,0.434266746,10,7,0,1,0
12.79540539,8.359683692,15.60690698,0,1.827915055,0.835968369,2.22955814,0,7,10,7,0,0
2.550032586,12.79540539,8.359683692,15.60690698,1.275016293,1.827915055,0.835968369,2.22955814,2,7,10,7,0
49.23493886,2.550032586,12.79540539,8.359683692,4.923493886,1.275016293,1.827915055,0.835968369,10,2,7,10,0
6.102446496,49.23493886,2.550032586,12.79540539,1.525611624,4.923493886,1.275016293,1.827915055,4,10,2,7,0
10.20923828,6.102446496,49.23493886,2.550032586,1.458462611,1.525611624,4.923493886,1.275016293,7,4,10,2,0
20.5777781,10.20923828,6.102446496,49.23493886,2.572222263,1.458462611,1.525611624,4.923493886,8,7,4,10,0
0,20.5777781,10.20923828,6.102446496,0,2.572222263,1.458462611,1.525611624,0,8,7,4,0
0.968612492,0,20.5777781,10.20923828,0.968612492,0,2.572222263,1.458462611,1,0,8,7,0
1.335606337,0.968612492,0,20.5777781,0.667803168,0.968612492,0,2.572222263,2,1,0,8,0
0,1.335606337,0.968612492,0,0,0.667803168,0.968612492,0,0,2,1,0,0
0,0,1.335606337,0.968612492,0,0,0.667803168,0.968612492,0,0,2,1,0
2.493082166,0,0,1.335606337,0.831027389,0,0,0.667803168,3,0,0,2,0
15.36172274,2.493082166,0,0,1.396520249,0.831027389,0,0,11,3,0,0,0
0.553509712,15.36172274,2.493082166,0,0.553509712,1.396520249,0.831027389,0,1,11,3,0,0
14.16784595,0.553509712,15.36172274,2.493082166,2.83356919,0.553509712,1.396520249,0.831027389,5,1,11,3,0
63.84318714,14.16784595,0.553509712,15.36172274,4.560227653,2.83356919,0.553509712,1.396520249,14,5,1,11,0
26.10740682,63.84318714,14.16784595,0.553509712,2.175617235,4.560227653,2.83356919,0.553509712,12,14,5,1,0
4.259287983,26.10740682,63.84318714,14.16784595,1.064821996,2.175617235,4.560227653,2.83356919,4,12,14,5,0
15.97287339,0,0,0,2.662145565,0,0,0,6,0,0,0,0
0,15.97287339,0,0,0,2.662145565,0,0,0,6,0,0,0
15.67046233,0,15.97287339,0,2.238637476,0,2.662145565,0,7,0,6,0,0
24.3334866,15.67046233,0,15.97287339,3.041685825,2.238637476,0,2.662145565,8,7,0,6,0
0,24.3334866,15.67046233,0,0,3.041685825,2.238637476,0,0,8,7,0,0
16.15171891,0,24.3334866,15.67046233,1.153694208,0,3.041685825,2.238637476,14,0,8,7,0
8.120353296,16.15171891,0,24.3334866,0.902261477,1.153694208,0,3.041685825,9,14,0,8,0
0,8.120353296,16.15171891,0,0,0.902261477,1.153694208,0,0,9,14,0,0
0.169059023,0,8.120353296,16.15171891,0.169059023,0,0.902261477,1.153694208,1,0,9,14,0
0,0.169059023,0,8.120353296,0,0.169059023,0,0.902261477,0,1,0,9,0
12.98677725,0,0.169059023,0,2.164462874,0,0.169059023,0,6,0,1,0,0
14.39249182,12.98677725,0,0.169059023,1.599165757,2.164462874,0,0.169059023,9,6,0,1,0
42.34224716,14.39249182,12.98677725,0,2.822816477,1.599165757,2.164462874,0,15,9,6,0,0
51.33449346,42.34224716,14.39249182,12.98677725,3.666749533,2.822816477,1.599165757,2.164462874,14,15,9,6,0
6.618689775,51.33449346,42.34224716,14.39249182,1.323737955,3.666749533,2.822816477,1.599165757,5,14,15,9,1
14.69392395,6.618689775,51.33449346,42.34224716,1.836740494,1.323737955,3.666749533,2.822816477,8,5,14,15,0
42.94123011,14.69392395,6.618689775,51.33449346,3.578435843,1.836740494,1.323737955,3.666749533,12,8,5,14,1
0,42.94123011,14.69392395,6.618689775,0,3.578435843,1.836740494,1.323737955,0,12,8,5,0
6.741916627,0,42.94123011,14.69392395,0.963130947,0,3.578435843,1.836740494,7,0,12,8,0
18.84512399,6.741916627,0,42.94123011,2.093902666,0.963130947,0,3.578435843,9,7,0,12,0
13.19283083,18.84512399,6.741916627,0,1.884690119,2.093902666,0.963130947,0,7,9,7,0,0
7.768892907,13.19283083,18.84512399,6.741916627,1.553778581,1.884690119,2.093902666,0.963130947,5,7,9,7,0
3.613242805,7.768892907,13.19283083,18.84512399,0.722648561,1.553778581,1.884690119,2.093902666,5,5,7,9,0
14.02511729,3.613242805,7.768892907,13.19283083,2.805023459,0.722648561,1.553778581,1.884690119,5,5,5,7,0
48.31945983,14.02511729,3.613242805,7.768892907,3.221297322,2.805023459,0.722648561,1.553778581,15,5,5,5,0
0,48.31945983,14.02511729,3.613242805,0,3.221297322,2.805023459,0.722648561,0,15,5,5,0
10.4662526,0,48.31945983,14.02511729,2.093250519,0,3.221297322,2.805023459,5,0,15,5,0
43.67403503,10.4662526,0,48.31945983,3.639502919,2.093250519,0,3.221297322,12,5,0,15,0
7.948290706,43.67403503,10.4662526,0,1.324715118,3.639502919,2.093250519,0,6,12,5,0,0
2.687620759,7.948290706,43.67403503,10.4662526,1.34381038,1.324715118,3.639502919,2.093250519,2,6,12,5,0
27.9544694,2.687620759,7.948290706,43.67403503,2.5413154,1.34381038,1.324715118,3.639502919,11,2,6,12,0
40.46313542,27.9544694,2.687620759,7.948290706,2.890223959,2.5413154,1.34381038,1.324715118,14,11,2,6,1
0.538185239,40.46313542,27.9544694,2.687620759,0.538185239,2.890223959,2.5413154,1.34381038,1,14,11,2,0
2.622384369,0.538185239,40.46313542,27.9544694,1.311192185,0.538185239,2.890223959,2.5413154,2,1,14,11,0
22.91001745,2.622384369,0.538185239,40.46313542,2.545557495,1.311192185,0.538185239,2.890223959,9,2,1,14,0
0,22.91001745,2.622384369,0.538185239,0,2.545557495,1.311192185,0.538185239,0,9,2,1,0
2.112694979,0,22.91001745,2.622384369,2.112694979,0,2.545557495,1.311192185,1,0,9,2,0
0,2.112694979,0,22.91001745,0,2.112694979,0,2.545557495,0,1,0,9,0
21.26865999,0,2.112694979,0,2.363184444,0,2.112694979,0,9,0,1,0,0
0,21.26865999,0,2.112694979,0,2.363184444,0,2.112694979,0,9,0,1,0
0.624745905,0,21.26865999,0,0.624745905,0,2.363184444,0,1,0,9,0,0
0,0.624745905,0,21.26865999,0,0.624745905,0,2.363184444,0,1,0,9,0
20.79765625,0,0.624745905,0,2.599707032,0,0.624745905,0,8,0,1,0,0
13.79489839,20.79765625,0,0.624745905,0.985349885,2.599707032,0,0.624745905,14,8,0,1,0
30.59550601,13.79489839,20.79765625,0,4.370786573,0.985349885,2.599707032,0,7,14,8,0,0
17.05278254,30.59550601,13.79489839,20.79765625,1.705278254,4.370786573,0.985349885,2.599707032,10,7,14,8,1
10.74859223,17.05278254,30.59550601,13.79489839,1.535513175,1.705278254,4.370786573,0.985349885,7,10,7,14,0
6.393710613,10.74859223,17.05278254,30.59550601,1.598427653,1.535513175,1.705278254,4.370786573,4,7,10,7,0
1.667040452,6.393710613,10.74859223,17.05278254,0.833520226,1.598427653,1.535513175,1.705278254,2,4,7,10,0
16.17838338,1.667040452,6.393710613,10.74859223,1.348198615,0.833520226,1.598427653,1.535513175,12,2,4,7,0
24.91405091,16.17838338,1.667040452,6.393710613,2.07617091,1.348198615,0.833520226,1.598427653,12,12,2,4,1
16.19359604,24.91405091,16.17838338,1.667040452,2.024199504,2.07617091,1.348198615,0.833520226,8,12,12,2,0
45.80274153,16.19359604,24.91405091,16.17838338,4.163885593,2.024199504,2.07617091,1.348198615,11,8,12,12,1
1.475155562,45.80274153,16.19359604,24.91405091,0.737577781,4.163885593,2.024199504,2.07617091,2,11,8,12,0
21.40676089,1.475155562,45.80274153,16.19359604,2.378528987,0.737577781,4.163885593,2.024199504,9,2,11,8,1
17.16381979,21.40676089,1.475155562,45.80274153,3.432763958,2.378528987,0.737577781,4.163885593,5,9,2,11,1
19.47415559,17.16381979,21.40676089,1.475155562,4.868538897,3.432763958,2.378528987,0.737577781,4,5,9,2,0
18.98726486,19.47415559,17.16381979,21.40676089,3.797452971,4.868538897,3.432763958,2.378528987,5,4,5,9,0
12.39934886,18.98726486,19.47415559,17.16381979,2.066558143,3.797452971,4.868538897,3.432763958,6,5,4,5,0
44.40461513,12.39934886,18.98726486,19.47415559,3.415739626,2.066558143,3.797452971,4.868538897,13,6,5,4,1
17.66843063,44.40461513,12.39934886,18.98726486,2.944738438,3.415739626,2.066558143,3.797452971,6,13,6,5,1
1.42905809,17.66843063,44.40461513,12.39934886,0.476352697,2.944738438,3.415739626,2.066558143,3,6,13,6,0
0,1.42905809,17.66843063,44.40461513,0,0.476352697,2.944738438,3.415739626,0,3,6,13,0
15.79825002,0,1.42905809,17.66843063,3.949562505,0,0.476352697,2.944738438,4,0,3,6,0
51.42656925,15.79825002,0,1.42905809,10.28531385,3.949562505,0,0.476352697,5,4,0,3,0
40.7912551,51.42656925,15.79825002,0,5.098906888,10.28531385,3.949562505,0,8,5,4,0,1
0.762555197,40.7912551,51.42656925,15.79825002,0.381277598,5.098906888,10.28531385,3.949562505,2,8,5,4,0
0,0.762555197,40.7912551,51.42656925,0,0.381277598,5.098906888,10.28531385,0,2,8,5,0
3.089882068,0,0.762555197,40.7912551,0.514980345,0,0.381277598,5.098906888,6,0,2,8,1
0.408118486,3.089882068,0,0.762555197,0.408118486,0.514980345,0,0.381277598,1,6,0,2,0
2.088709295,0.408118486,3.089882068,0,1.044354647,0.408118486,0.514980345,0,2,1,6,0,0
36.16907251,2.088709295,0.408118486,3.089882068,3.288097501,1.044354647,0.408118486,0.514980345,11,2,1,6,0
8.952554092,36.16907251,2.088709295,0.408118486,1.790510818,3.288097501,1.044354647,0.408118486,5,11,2,1,0
12.44858101,8.952554092,36.16907251,2.088709295,2.074763502,1.790510818,3.288097501,1.044354647,6,5,11,2,1
0,12.44858101,8.952554092,36.16907251,0,2.074763502,1.790510818,3.288097501,0,6,5,11,1
23.30546167,0,12.44858101,8.952554092,3.329351668,0,2.074763502,1.790510818,7,0,6,5,0
10.46325621,23.30546167,0,12.44858101,1.046325621,3.329351668,0,2.074763502,10,7,0,6,0
0,10.46325621,23.30546167,0,0,1.046325621,3.329351668,0,0,10,7,0,0
11.15300399,0,10.46325621,23.30546167,1.858833998,0,1.046325621,3.329351668,6,0,10,7,0
14.59193691,11.15300399,0,10.46325621,1.823992114,1.858833998,0,1.046325621,8,6,0,10,0
0,14.59193691,11.15300399,0,0,1.823992114,1.858833998,0,0,8,6,0,0
0,0,14.59193691,11.15300399,0,0,1.823992114,1.858833998,0,0,8,6,0
15.62095812,0,0,14.59193691,1.420087102,0,0,1.823992114,11,0,0,8,0
20.06940417,15.62095812,0,0,3.344900695,1.420087102,0,0,6,11,0,0,0
14.63809089,20.06940417,15.62095812,0,1.829761362,3.344900695,1.420087102,0,8,6,11,0,0
6.572317123,14.63809089,20.06940417,15.62095812,2.190772374,1.829761362,3.344900695,1.420087102,3,8,6,11,0
0,6.572317123,14.63809089,20.06940417,0,2.190772374,1.829761362,3.344900695,0,3,8,6,0
0,0,6.572317123,14.63809089,0,0,2.190772374,1.829761362,0,0,3,8,0
6.919733763,0,0,6.572317123,3.459866881,0,0,2.190772374,2,0,0,3,0
4.679914653,6.919733763,0,0,0.935982931,3.459866881,0,0,5,2,0,0,0
7.790866375,4.679914653,6.919733763,0,1.947716594,0.935982931,3.459866881,0,4,5,2,0,0
6.45156692,7.790866375,4.679914653,6.919733763,1.075261153,1.947716594,0.935982931,3.459866881,6,4,5,2,0
32.1519191,6.45156692,7.790866375,4.679914653,3.21519191,1.075261153,1.947716594,0.935982931,10,6,4,5,0
11.14138412,32.1519191,6.45156692,7.790866375,2.785346031,3.21519191,1.075261153,1.947716594,4,10,6,4,1
1.158609271,11.14138412,32.1519191,6.45156692,1.158609271,2.785346031,3.21519191,1.075261153,1,4,10,6,0
10.75458694,1.158609271,11.14138412,32.1519191,2.150917387,1.158609271,2.785346031,3.21519191,5,1,4,10,0
1.253620312,10.75458694,1.158609271,11.14138412,0.313405078,2.150917387,1.158609271,2.785346031,4,5,1,4,0
3.591361046,1.253620312,10.75458694,1.158609271,1.197120349,0.313405078,2.150917387,1.158609271,3,4,5,1,0
21.12113018,3.591361046,1.253620312,10.75458694,2.112113018,1.197120349,0.313405078,2.150917387,10,3,4,5,0
5.57085602,21.12113018,3.591361046,1.253620312,1.114171204,2.112113018,1.197120349,0.313405078,5,10,3,4,0
2.097051233,5.57085602,21.12113018,3.591361046,0.524262808,1.114171204,2.112113018,1.197120349,4,5,10,3,0
0,2.097051233,5.57085602,21.12113018,0,0.524262808,1.114171204,2.112113018,0,4,5,10,0
0,0,2.097051233,5.57085602,0,0,0.524262808,1.114171204,0,0,4,5,0
0.693328097,0,0,2.097051233,0.231109366,0,0,0.524262808,3,0,0,4,0
0,0.693328097,0,0,0,0.231109366,0,0,0,3,0,0,0
0,0,0.693328097,0,0,0,0.231109366,0,0,0,3,0,0
0,0,0,0.693328097,0,0,0,0.231109366,0,0,0,3,0
36.09295043,0,0,0,6.015491739,0,0,0,6,0,0,0,0
35.73573405,36.09295043,0,0,7.147146809,6.015491739,0,0,5,6,0,0,0
2.112894624,35.73573405,36.09295043,0,1.056447312,7.147146809,6.015491739,0,2,5,6,0,0
25.5394329,2.112894624,35.73573405,36.09295043,2.837714766,1.056447312,7.147146809,6.015491739,9,2,5,6,1
1.532715559,25.5394329,2.112894624,35.73573405,1.532715559,2.837714766,1.056447312,7.147146809,1,9,2,5,0
