A0,A1,A2,A3,I0,I1,I2,I3,D0,D1,D2,D3,landslide
16.74588507,40.38576001,18.20476639,4.729221553,2.392269295,3.365480001,3.640953277,0.788203592,7,12,5,6,0
2.5701738,16.74588507,40.38576001,18.20476639,0.8567246,2.392269295,3.365480001,3.640953277,3,7,12,5,0
1.428452849,2.5701738,16.74588507,40.38576001,1.428452849,0.8567246,2.392269295,3.365480001,1,3,7,12,0
0.275170475,1.428452849,2.5701738,16.74588507,0.275170475,1.428452849,0.8567246,2.392269295,1,1,3,7,0
5.383896232,0.275170475,1.428452849,2.5701738,1.794632077,0.275170475,1.428452849,0.8567246,3,1,1,3,0
21.18459293,5.383896232,0.275170475,1.428452849,3.026370419,1.794632077,0.275170475,1.428452849,7,3,1,1,0
66.11370671,21.18459293,5.383896232,0.275170475,6.010336973,3.026370419,1.794632077,0.275170475,11,7,3,1,0
4.601224422,66.11370671,21.18459293,5.383896232,4.601224422,6.010336973,3.026370419,1.794632077,1,11,7,3,0
3.936371535,4.601224422,66.11370671,21.18459293,1.312123845,4.601224422,6.010336973,3.026370419,3,1,11,7,0
3.309705019,3.936371535,4.601224422,66.11370671,3.309705019,1.312123845,4.601224422,6.010336973,1,3,1,11,1
9.524682224,3.309705019,3.936371535,4.601224422,3.174894075,3.309705019,1.312123845,4.601224422,3,1,3,1,0
3.630128875,9.524682224,3.309705019,3.936371535,0.726025775,3.174894075,3.309705019,1.312123845,5,3,1,3,0
0,3.630128875,9.524682224,3.309705019,0,0.726025775,3.174894075,3.309705019,0,5,3,1,0
24.03138655,0,3.630128875,9.524682224,2.403138655,0,0.726025775,3.174894075,10,0,5,3,0
12.96352652,24.03138655,0,3.630128875,1.440391835,2.403138655,0,0.726025775,9,10,0,5,0
52.68440916,12.96352652,24.03138655,0,5.85382324,1.440391835,2.403138655,0,9,9,10,0,1
26.33511958,52.68440916,12.96352652,24.03138655,2.633511958,5.85382324,1.440391835,2.403138655,10,9,9,10,0
11.67262095,26.33511958,52.68440916,12.96352652,2.918155238,2.633511958,5.85382324,1.440391835,4,10,9,9,1
5.274488479,11.67262095,26.33511958,52.68440916,1.054897696,2.918155238,2.633511958,5.85382324,5,4,10,9,0
0.425940901,5.274488479,11.67262095,26.33511958,0.425940901,1.054897696,2.918155238,2.633511958,1,5,4,10,0
6.972580433,0.425940901,5.274488479,11.67262095,2.324193478,0.425940901,1.054897696,2.918155238,3,1,5,4,0
46.83116913,6.972580433,0.425940901,5.274488479,5.853896141,2.324193478,0.425940901,1.054897696,8,3,1,5,0
87.32941095,46.83116913,6.972580433,0.425940901,4.596284787,5.853896141,2.324193478,0.425940901,19,8,3,1,1
8.014661014,87.32941095,46.83116913,6.972580433,1.335776836,4.596284787,5.853896141,2.324193478,6,19,8,3,1
0.967617273,8.014661014,87.32941095,46.83116913,0.483808637,1.335776836,4.596284787,5.853896141,2,6,19,8,0
0,0.967617273,8.014661014,87.32941095,0,0.483808637,1.335776836,4.596284787,0,2,6,19,1
5.062473029,0,0.967617273,8.014661014,0.843745505,0,0.483808637,1.335776836,6,0,2,6,0
21.56793071,5.062473029,0,0.967617273,2.695991339,0.843745505,0,0.483808637,8,6,0,2,1
1.878349513,21.56793071,5.062473029,0,0.939174756,2.695991339,0.843745505,0,2,8,6,0,0
12.97413443,1.878349513,21.56793071,5.062473029,2.162355738,0.939174756,2.695991339,0.843745505,6,2,8,6,0
47.78758313,12.97413443,1.878349513,21.56793071,4.344325739,2.162355738,0.939174756,2.695991339,11,6,2,8,0
29.00042497,47.78758313,12.97413443,1.878349513,2.23080192,4.344325739,2.162355738,0.939174756,13,11,6,2,0
14.20808709,29.00042497,47.78758313,12.97413443,2.029726727,2.23080192,4.344325739,2.162355738,7,13,11,6,0
21.21692364,14.20808709,29.00042497,47.78758313,3.53615394,2.029726727,2.23080192,4.344325739,6,7,13,11,1
38.35455829,21.21692364,14.20808709,29.00042497,3.486778026,3.53615394,2.029726727,2.23080192,11,6,7,13,0
25.82325101,38.35455829,21.21692364,14.20808709,4.303875168,3.486778026,3.53615394,2.029726727,6,11,6,7,0
0,25.82325101,38.35455829,21.21692364,0,4.303875168,3.486778026,3.53615394,0,6,11,6,0
5.333534792,0,25.82325101,38.35455829,1.333383698,0,4.303875168,3.486778026,4,0,6,11,0
17.42609946,5.333534792,0,25.82325101,1.34046919,1.333383698,0,4.303875168,13,4,0,6,0
1.779016137,17.42609946,5.333534792,0,1.779016137,1.34046919,1.333383698,0,1,13,4,0,0
1.119135261,1.779016137,17.42609946,5.333534792,1.119135261,1.779016137,1.34046919,1.333383698,1,1,13,4,0
0,1.119135261,1.779016137,17.42609946,0,1.119135261,1.779016137,1.34046919,0,1,1,13,0
0.654651225,0,1.119135261,1.779016137,0.654651225,0,1.119135261,1.779016137,1,0,1,1,0
8.488223881,0,0,0,1.697644776,0,0,0,5,0,0,0,0
7.531089425,8.488223881,0,0,1.255181571,1.697644776,0,0,6,5,0,0,0
0,7.531089425,8.488223881,0,0,1.255181571,1.697644776,0,0,6,5,0,0
16.57002279,0,7.531089425,8.488223881,2.071252849,0,1.255181571,1.697644776,8,0,6,5,0
1.226587057,16.57002279,0,7.531089425,1.226587057,2.071252849,0,1.255181571,1,8,0,6,0
2.768038511,1.226587057,16.57002279,0,0.922679504,1.226587057,2.071252849,0,3,1,8,0,0
2.190758824,2.768038511,1.226587057,16.57002279,1.095379412,0.922679504,1.226587057,2.071252849,2,3,1,8,0
0,2.190758824,2.768038511,1.226587057,0,1.095379412,0.922679504,1.226587057,0,2,3,1,0
0,0,2.190758824,2.768038511,0,0,1.095379412,0.922679504,0,0,2,3,0
13.12298709,0,0,2.190758824,3.280746773,0,0,1.095379412,4,0,0,2,0
3.301786244,13.12298709,0,0,1.100595415,3.280746773,0,0,3,4,0,0,0
3.628293753,3.301786244,13.12298709,0,0.907073438,1.100595415,3.280746773,0,4,3,4,0,0
18.23013049,3.628293753,3.301786244,13.12298709,2.025570055,0.907073438,1.100595415,3.280746773,9,4,3,4,0
2.570734978,18.23013049,3.628293753,3.301786244,1.285367489,2.025570055,0.907073438,1.100595415,2,9,4,3,0
2.778105617,2.570734978,18.23013049,3.628293753,1.389052808,1.285367489,2.025570055,0.907073438,2,2,9,4,0
0.914689228,2.778105617,2.570734978,18.23013049,0.182937846,1.389052808,1.285367489,2.025570055,5,2,2,9,0
5.005011737,0.914689228,2.778105617,2.570734978,1.251252934,0.182937846,1.389052808,1.285367489,4,5,2,2,0
3.278318167,5.005011737,0.914689228,2.778105617,0.819579542,1.251252934,0.182937846,1.389052808,4,4,5,2,0
60.60289255,3.278318167,5.005011737,0.914689228,0.4,0.819579542,1.251252934,0.182937846,16,4,4,5,0
13.37346578,60.60289255,3.278318167,5.005011737,2.228910963,0.4,0.819579542,1.251252934,6,16,4,4,0
11.56007063,13.37346578,60.60289255,3.278318167,1.651438662,2.228910963,0.4,0.819579542,7,6,16,4,0
7.719699949,11.56007063,13.37346578,60.60289255,1.286616658,1.651438662,2.228910963,0.4,6,7,6,16,0
10.68652284,7.719699949,11.56007063,13.37346578,2.67163071,1.286616658,1.651438662,2.228910963,4,6,7,6,0
23.3296755,10.68652284,7.719699949,11.56007063,2.592186166,2.67163071,1.286616658,1.651438662,9,4,6,7,0
42.71901166,23.3296755,10.68652284,7.719699949,8.543802333,2.592186166,2.67163071,1.286616658,5,9,4,6,1
8.620953977,42.71901166,23.3296755,10.68652284,1.231564854,8.543802333,2.592186166,2.67163071,7,5,9,4,0
7.572875082,8.620953977,42.71901166,23.3296755,1.514575016,1.231564854,8.543802333,2.592186166,5,7,5,9,0
8.90357855,7.572875082,8.620953977,42.71901166,2.225894637,1.514575016,1.231564854,8.543802333,4,5,7,5,0
28.30775518,8.90357855,7.572875082,8.620953977,2.177519629,2.225894637,1.514575016,1.231564854,13,4,5,7,0
49.35997262,28.30775518,8.90357855,7.572875082,1.6249,2.177519629,2.225894637,1.514575016,9,13,4,5,0
28.77343257,49.35997262,28.30775518,8.90357855,2.877343257,1.6249,2.177519629,2.225894637,10,9,13,4,0
27.82314943,28.77343257,49.35997262,28.30775518,2.529377221,2.877343257,1.6249,2.177519629,11,10,9,13,0
0,27.82314943,28.77343257,49.35997262,0,2.529377221,2.877343257,1.6249,0,11,10,9,0
1.147148937,0,27.82314943,28.77343257,0.573574468,0,2.529377221,2.877343257,2,0,11,10,0
15.84678888,1.147148937,0,27.82314943,1.98084861,0.573574468,0,2.529377221,8,2,0,11,0
34.67952257,15.84678888,1.147148937,0,2.92,1.98084861,0.573574468,0,6,8,2,0,0
13.70515227,34.67952257,15.84678888,1.147148937,1.713144034,2.92,1.98084861,0.573574468,8,6,8,2,0
24.38250409,13.70515227,34.67952257,15.84678888,2.709167121,1.713144034,2.92,1.98084861,9,8,6,8,0
17.31054541,24.38250409,13.70515227,34.67952257,1.442545451,2.709167121,1.713144034,2.92,12,9,8,6,0
11.80321139,17.31054541,24.38250409,13.70515227,1.686173056,1.442545451,2.709167121,1.713144034,7,12,9,8,0
5.496453553,11.80321139,17.31054541,24.38250409,0.78520765,1.686173056,1.442545451,2.709167121,7,7,12,9,0
1.350423425,5.496453553,11.80321139,17.31054541,0.450141142,0.78520765,1.686173056,1.442545451,3,7,7,12,0
40.68655367,1.350423425,5.496453553,11.80321139,2,0.450141142,0.78520765,1.686173056,15,3,7,7,0
34.07352383,40.68655367,1.350423425,5.496453553,3.175,2,0.450141142,0.78520765,18,15,3,7,0
8.387199804,34.07352383,40.68655367,1.350423425,1.198171401,3.175,2,0.450141142,7,18,15,3,0
8.149860352,8.387199804,34.07352383,40.68655367,1.62997207,1.198171401,3.175,2,5,7,18,15,0
14.07951923,8.149860352,8.387199804,34.07352383,2.011359891,1.62997207,1.198171401,3.175,7,5,7,18,0
8.810670048,14.07951923,8.149860352,8.387199804,1.76213401,2.011359891,1.62997207,1.198171401,5,7,5,7,0
2.672490001,8.810670048,14.07951923,8.149860352,1.336245,1.76213401,2.011359891,1.62997207,2,5,7,5,0
22.11903495,2.672490001,8.810670048,14.07951923,3.159862135,1.336245,1.76213401,2.011359891,7,2,5,7,0
0,22.11903495,2.672490001,8.810670048,0,3.159862135,1.336245,1.76213401,0,7,2,5,0
0.125504255,0,22.11903495,2.672490001,0.125504255,0,3.159862135,1.336245,1,0,7,2,0
0.726439714,0.125504255,0,22.11903495,0.242146571,0.125504255,0,3.159862135,3,1,0,7,0
14.12227767,0.726439714,0.125504255,0,1.765284709,0.242146571,0.125504255,0,8,3,1,0,0
1.380189851,14.12227767,0.726439714,0.125504255,0.690094925,1.765284709,0.242146571,0.125504255,2,8,3,1,0
0.205889076,1.380189851,14.12227767,0.726439714,0.205889076,0.690094925,1.765284709,0.242146571,1,2,8,3,0
17.18443704,0.205889076,1.380189851,14.12227767,2.864072839,0.205889076,0.690094925,1.765284709,6,1,2,8,0
0,17.18443704,0.205889076,1.380189851,0,2.864072839,0.205889076,0.690094925,0,6,1,2,0
2.384202048,0,17.18443704,0.205889076,0.794734016,0,2.864072839,0.205889076,3,0,6,1,0
19.40277088,2.384202048,0,17.18443704,2.771824411,0.794734016,0,2.864072839,7,3,0,6,0
13.96558711,19.40277088,2.384202048,0,1.396558711,2.771824411,0.794734016,0,10,7,3,0,0
31.60710156,13.96558711,19.40277088,2.384202048,3.511900173,1.396558711,2.771824411,0.794734016,9,10,7,3,0
0,31.60710156,13.96558711,19.40277088,0,3.511900173,1.396558711,2.771824411,0,9,10,7,0
6.531636894,0,31.60710156,13.96558711,0.816454612,0,3.511900173,1.396558711,8,0,9,10,0
48.85700497,6.531636894,0,31.60710156,3.758231152,0.816454612,0,3.511900173,13,8,0,9,0
26.16159083,48.85700497,6.531636894,0,2.616159083,3.758231152,0.816454612,0,10,13,8,0,1
0,26.16159083,48.85700497,6.531636894,0,2.616159083,3.758231152,0.816454612,0,10,13,8,0
13.96849835,0,26.16159083,48.85700497,2.79369967,0,2.616159083,3.758231152,5,0,10,13,0
7.183071196,13.96849835,0,26.16159083,1.795767799,2.79369967,0,2.616159083,4,5,0,10,0
36.97872943,7.183071196,13.96849835,0,2.844517648,1.795767799,2.79369967,0,13,4,5,0,0
30.98411638,36.97872943,7.183071196,13.96849835,2.816737852,2.844517648,1.795767799,2.79369967,11,13,4,5,0
48.68865651,30.98411638,36.97872943,7.183071196,3.245910434,2.816737852,2.844517648,1.795767799,15,11,13,4,0
26.25928614,48.68865651,30.98411638,36.97872943,3.282410767,3.245910434,2.816737852,2.844517648,8,15,11,13,0
12.25314242,26.25928614,48.68865651,30.98411638,2.042190403,3.282410767,3.245910434,2.816737852,6,8,15,11,0
0,12.25314242,26.25928614,48.68865651,0,2.042190403,3.282410767,3.245910434,0,6,8,15,0
4.315379396,0,12.25314242,26.25928614,0.863075879,0,2.042190403,3.282410767,5,0,6,8,0
0.828819871,4.315379396,0,12.25314242,0.414409935,0.863075879,0,2.042190403,2,5,0,6,0
7.846160479,0.828819871,4.315379396,0,0.784616048,0.414409935,0.863075879,0,10,2,5,0,0
0.451644346,7.846160479,0.828819871,4.315379396,0.150548115,0.784616048,0.414409935,0.863075879,3,10,2,5,0
15.9722361,0.451644346,7.846160479,0.828819871,5.324078699,0.150548115,0.784616048,0.414409935,3,3,10,2,0
4.43499139,15.9722361,0.451644346,7.846160479,1.478330463,5.324078699,0.150548115,0.784616048,3,3,3,10,0
32.53129211,4.43499139,15.9722361,0.451644346,5.421882018,1.478330463,5.324078699,0.150548115,6,3,3,3,0
13.94174126,32.53129211,4.43499139,15.9722361,1.549082362,5.421882018,1.478330463,5.324078699,9,6,3,3,0
2.093571246,13.94174126,32.53129211,4.43499139,0.697857082,1.549082362,5.421882018,1.478330463,3,9,6,3,0
2.149737775,2.093571246,13.94174126,32.53129211,0.716579258,0.697857082,1.549082362,5.421882018,3,3,9,6,0
4.578182459,2.149737775,2.093571246,13.94174126,2.289091229,0.716579258,0.697857082,1.549082362,2,3,3,9,0
11.91739618,4.578182459,2.149737775,2.093571246,1.489674523,2.289091229,0.716579258,0.697857082,8,2,3,3,0
0,11.91739618,4.578182459,2.149737775,0,1.489674523,2.289091229,0.716579258,0,8,2,3,0
40.480131,0,11.91739618,4.578182459,5.782875857,0,1.489674523,2.289091229,7,0,8,2,0
26.32168841,40.480131,0,11.91739618,4.386948069,5.782875857,0,1.489674523,6,7,0,8,1
33.70914935,26.32168841,40.480131,0,3.370914935,4.386948069,5.782875857,0,10,6,7,0,0
8.178813845,33.70914935,26.32168841,40.480131,1.363135641,3.370914935,4.386948069,5.782875857,6,10,6,7,0
22.44306955,8.178813845,33.70914935,26.32168841,1.496204636,1.363135641,3.370914935,4.386948069,15,6,10,6,0
4.621961117,22.44306955,8.178813845,33.70914935,0.924392223,1.496204636,1.363135641,3.370914935,5,15,6,10,0
0,4.621961117,22.44306955,8.178813845,0,0.924392223,1.496204636,1.363135641,0,5,15,6,0
21.27001193,0,4.621961117,22.44306955,1.933637448,0,0.924392223,1.496204636,11,0,5,15,0
20.89217985,21.27001193,0,4.621961117,2.321353317,1.933637448,0,0.924392223,9,11,0,5,0
0.453150928,20.89217985,21.27001193,0,0.453150928,2.321353317,1.933637448,0,1,9,11,0,0
1.705319762,0.453150928,20.89217985,21.27001193,1.705319762,0.453150928,2.321353317,1.933637448,1,1,9,11,0
3.213407785,1.705319762,0.453150928,20.89217985,1.071135928,1.705319762,0.453150928,2.321353317,3,1,1,9,0
5.842256203,3.213407785,1.705319762,0.453150928,1.947418734,1.071135928,1.705319762,0.453150928,3,3,1,1,0
40.54108679,5.842256203,3.213407785,1.705319762,3.118545138,1.947418734,1.071135928,1.705319762,13,3,3,1,0
17.69733456,40.54108679,5.842256203,3.213407785,4.424333639,3.118545138,1.947418734,1.071135928,4,13,3,3,0
0,17.69733456,40.54108679,5.842256203,0,4.424333639,3.118545138,1.947418734,0,4,13,3,0
12.90964582,0,17.69733456,40.54108679,1.844235117,0,4.424333639,3.118545138,7,0,4,13,0
1.777689323,12.90964582,0,17.69733456,0.444422331,1.844235117,0,4.424333639,4,7,0,4,0
26.17670918,1.777689323,12.90964582,0,5.235341835,0.444422331,1.844235117,0,5,4,7,0,0
24.09341848,26.17670918,1.777689323,12.90964582,6.02335462,5.235341835,0.444422331,1.844235117,4,5,4,7,0
10.52448559,24.09341848,26.17670918,1.777689323,1.315560699,6.02335462,5.235341835,0.444422331,8,4,5,4,0
14.59353767,10.52448559,24.09341848,26.17670918,2.084791096,1.315560699,6.02335462,5.235341835,7,8,4,5,0
12.39377767,14.59353767,10.52448559,24.09341848,3.098444417,2.084791096,1.315560699,6.02335462,4,7,8,4,0
56.61142117,12.39377767,14.59353767,10.52448559,5.661142117,3.098444417,2.084791096,1.315560699,10,4,7,8,0
26.18323024,56.61142117,12.39377767,14.59353767,2.909247804,5.661142117,3.098444417,2.084791096,9,10,4,7,0
48.20665097,26.18323024,56.61142117,12.39377767,4.382422816,2.909247804,5.661142117,3.098444417,11,9,10,4,0
7.267827272,48.20665097,26.18323024,56.61142117,1.453565454,4.382422816,2.909247804,5.661142117,5,11,9,10,1
5.252758726,7.267827272,48.20665097,26.18323024,1.050551745,1.453565454,4.382422816,2.909247804,5,5,11,9,0
25.76419234,5.252758726,7.267827272,48.20665097,2.147016029,1.050551745,1.453565454,4.382422816,12,5,5,11,0
2.000093967,25.76419234,5.252758726,7.267827272,1.000046983,2.147016029,1.050551745,1.453565454,2,12,5,5,0
0,2.000093967,25.76419234,5.252758726,0,1.000046983,2.147016029,1.050551745,0,2,12,5,0
6.114185527,0,2.000093967,25.76419234,0.764273191,0,1.000046983,2.147016029,8,0,2,12,0
36.58858528,6.114185527,0,2.000093967,2.81450656,0.764273191,0,1.000046983,13,8,0,2,0
1.129136682,36.58858528,6.114185527,0,1.129136682,2.81450656,0.764273191,0,1,13,8,0,1
22.16809459,1.129136682,36.58858528,6.114185527,2.463121621,1.129136682,2.81450656,0.764273191,9,1,13,8,0
5.019402683,22.16809459,1.129136682,36.58858528,1.673134228,2.463121621,1.129136682,2.81450656,3,9,1,13,0
0,5.019402683,22.16809459,1.129136682,0,1.673134228,2.463121621,1.129136682,0,3,9,1,0
0.183765337,0,5.019402683,22.16809459,0.183765337,0,1.673134228,2.463121621,1,0,3,9,0
0,0.183765337,0,5.019402683,0,0.183765337,0,1.673134228,0,1,0,3,0
0,0,0.183765337,0,0,0,0.183765337,0,0,0,1,0,0
0,0,0,0.183765337,0,0,0,0.183765337,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0.324193358,0,0,0,0.162096679,0,0,0,2,0,0,0,0
14.63454656,0.324193358,0,0,2.439091094,0.162096679,0,0,6,2,0,0,0
5.923276395,14.63454656,0.324193358,0,0.740409549,2.439091094,0.162096679,0,8,6,2,0,0
0,5.923276395,14.63454656,0.324193358,0,0.740409549,2.439091094,0.162096679,0,8,6,2,0
0,0,5.923276395,14.63454656,0,0,0.740409549,2.439091094,0,0,8,6,0
0,0,0,5.923276395,0,0,0,0.740409549,0,0,0,8,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0.504323401,0,0,0,0.2521617,0,0,0,2,0,0,0,0
0,0.504323401,0,0,0,0.2521617,0,0,0,2,0,0,0
0,0,0.504323401,0,0,0,0.2521617,0,0,0,2,0,0
5.512878694,0,0,0.504323401,2.756439347,0,0,0.2521617,2,0,0,2,0
2.091459066,5.512878694,0,0,0.348576511,2.756439347,0,0,6,2,0,0,0
6.620773718,2.091459066,5.512878694,0,1.324154744,0.348576511,2.756439347,0,5,6,2,0,0
0,6.620773718,2.091459066,5.512878694,0,1.324154744,0.348576511,2.756439347,0,5,6,2,0
2.530014038,0,6.620773718,2.091459066,1.265007019,0,1.324154744,0.348576511,2,0,5,6,0
0,2.530014038,0,6.620773718,0,1.265007019,0,1.324154744,0,2,0,5,0
0,0,2.530014038,0,0,0,1.265007019,0,0,0,2,0,0
0.89819622,0,0,2.530014038,0.29939874,0,0,1.265007019,3,0,0,2,0
64.8630335,0.89819622,0,0,12.9726067,0.29939874,0,0,5,3,0,0,1
0,64.8630335,0.89819622,0,0,12.9726067,0.29939874,0,0,5,3,0,1
0,0,64.8630335,0.89819622,0,0,12.9726067,0.29939874,0,0,5,3,0
0,0,0,64.8630335,0,0,0,12.9726067,0,0,0,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
3.067168474,0,0,0,3.067168474,0,0,0,1,0,0,0,0
6.845769003,3.067168474,0,0,1.711442251,3.067168474,0,0,4,1,0,0,0
0.131939605,6.845769003,3.067168474,0,0.131939605,1.711442251,3.067168474,0,1,4,1,0,0
0,0.131939605,6.845769003,3.067168474,0,0.131939605,1.711442251,3.067168474,0,1,4,1,0
0,0,0.131939605,6.845769003,0,0,0.131939605,1.711442251,0,0,1,4,0
0,0,0,0.131939605,0,0,0,0.131939605,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0.150692016,0,0,0,0.150692016,0,0,0,1,0,0,0,0
0,0.150692016,0,0,0,0.150692016,0,0,0,1,0,0,0
0,0,0.150692016,0,0,0,0.150692016,0,0,0,1,0,0
0,0,0,0.150692016,0,0,0,0.150692016,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0.340850145,0,0,0,0.340850145,0,0,0,1,0,0,0,0
0.148732886,0.340850145,0,0,0.148732886,0.340850145,0,0,1,1,0,0,0
0,0.148732886,0.340850145,0,0,0.148732886,0.340850145,0,0,1,1,0,0
0,0,0.148732886,0.340850145,0,0,0.148732886,0.340850145,0,0,1,1,0
0,0,0,0.148732886,0,0,0,0.148732886,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0.151093856,0,0,0,0.151093856,0,0,0,1,0,0,0,0
0,0.151093856,0,0,0,0.151093856,0,0,0,1,0,0,0
0,0,0.151093856,0,0,0,0.151093856,0,0,0,1,0,0
0,0,0,0.151093856,0,0,0,0.151093856,0,0,0,1,0
0.734101564,0,0,0,0.367050782,0,0,0,2,0,0,0,0
1.915797874,0.734101564,0,0,0.478949469,0.367050782,0,0,4,2,0,0,0
0,1.915797874,0.734101564,0,0,0.478949469,0.367050782,0,0,4,2,0,0
0,0,1.915797874,0.734101564,0,0,0.478949469,0.367050782,0,0,4,2,0
0,0,0,1.915797874,0,0,0,0.478949469,0,0,0,4,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0.118823439,0,0,0,0.118823439,0,0,0,1,0,0,0,0
0.216532201,0.118823439,0,0,0.216532201,0.118823439,0,0,1,1,0,0,0
0.475854993,0.216532201,0.118823439,0,0.475854993,0.216532201,0.118823439,0,1,1,1,0,0
0,0.475854993,0.216532201,0.118823439,0,0.475854993,0.216532201,0.118823439,0,1,1,1,0
0,0,0.475854993,0.216532201,0,0,0.475854993,0.216532201,0,0,1,1,0
0,0,0,0.475854993,0,0,0,0.475854993,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0.365698874,0,0,0,0.182849437,0,0,0,2,0,0,0,0
0,0.365698874,0,0,0,0.182849437,0,0,0,2,0,0,0
0,0,0.365698874,0,0,0,0.182849437,0,0,0,2,0,0
0,0,0,0.365698874,0,0,0,0.182849437,0,0,0,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0.109532781,0,0,0,0.109532781,0,0,0,1,0,0,0,0
0,0.109532781,0,0,0,0.109532781,0,0,0,1,0,0,0
0,0,0.109532781,0,0,0,0.109532781,0,0,0,1,0,0
0,0,0,0.109532781,0,0,0,0.109532781,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0.281872243,0,0,0,0.281872243,0,0,0,1,0,0,0,0
0,0.281872243,0,0,0,0.281872243,0,0,0,1,0,0,0
0,0,0.281872243,0,0,0,0.281872243,0,0,0,1,0,0
0,0,0,0.281872243,0,0,0,0.281872243,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0
0.330279559,0,0,0,0.165139779,0,0,0,2,0,0,0,0
0,0.330279559,0,0,0,0.165139779,0,0,0,2,0,0,0
